# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles:u'
# Event count (approx.): 699789103559
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                            
# ........  .......  .................................................  ..................................................................................................................................................................
#
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b6345
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1c02
     0.00%  python   libc.so.6                                          [.] getenv
     0.00%  python   libpython3.11.so.1.0                               [.] _PyLong_New
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1c4a
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156c8c
     0.00%  python   libpython3.11.so.1.0                               [.] PyInterpreterState_New
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a7d93
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156c67
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d54
     0.00%  python   ld-linux-x86-64.so.2                               [.] memmove
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a16a3
     0.00%  python   [unknown]                                          [k] 0xffffffffa9159f60
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156cde
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f2b
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae893
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9a33f
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d3c
     0.00%  python   [unknown]                                          [k] 0xffffffffa9153df1
     0.00%  python   [unknown]                                          [k] 0xffffffffa9183de7
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d4e
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x0000000000016b4a
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5e79
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae837
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156c66
     0.00%  python   ld-linux-x86-64.so.2                               [.] strchr
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fb89ca
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156c60
     0.00%  python   [unknown]                                          [k] 0xffffffffaa0012a4
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae8a0
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d20
     0.00%  python   [unknown]                                          [k] 0xffffffffaa000040
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d98
     0.00%  python   _heapq.cpython-311-x86_64-linux-gnu.so             [.] 0x0000000000001f47
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156c7d
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dfca
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae833
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5ea1
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fb7b90
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f79
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dff7
     0.00%  python   [unknown]                                          [k] 0xffffffffa9153dfc
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dfcc
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fb89c6
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dff4
     0.00%  python   [unknown]                                          [k] 0xffffffffa91643d0
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9e024
     0.00%  python   libopenblas64_p-r0-5007b62f.3.23.dev.so            [.] blas_shutdown
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9a341
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f76
     0.00%  python   libc.so.6                                          [.] __sched_yield
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae82b
     0.00%  python   [unknown]                                          [k] 0xffffffffa9183dfe
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae8cc
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f6c
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dfb4
     0.00%  python   [unknown]                                          [k] 0xffffffffa91643db
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9e010
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d39
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d3d
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d37
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156cc2
     0.00%  python   libc.so.6                                          [.] tcache_init.part.0
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x00000000000177ce
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156cbb
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5e5d
     0.00%  python   ld-linux-x86-64.so.2                               [.] __GI___tunables_init
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x000000000000f486
     0.00%  python   libc.so.6                                          [.] arena_get2.part.0
     0.00%  python   libopenblas64_p-r0-5007b62f.3.23.dev.so            [.] blas_thread_server
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f7d
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f65
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fb7b94
     0.00%  python   [unknown]                                          [k] 0xffffffffa91643f2
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae874
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154da2
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f49
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9a300
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dfc3
     0.00%  python   [unknown]                                          [k] 0xffffffffa9163e91
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9e01a
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fafcc7
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5ec3
     0.00%  python   [unknown]                                          [k] 0xffffffffa933b7e4
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae812
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c630c
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f2d
     0.00%  python   [unknown]                                          [k] 0xffffffffa9183e00
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c6202
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f42
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5e88
     0.00%  python   [unknown]                                          [k] 0xffffffffaa000047
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae844
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d59
     0.00%  python   [unknown]                                          [k] 0xffffffffa918febf
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5ea3
     0.00%  python   [unknown]                                          [k] 0xffffffffaa000050
     0.00%  python   [unknown]                                          [k] 0xffffffffa918ff1c
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9a350
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae7e0
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156c65
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d94
     0.00%  python   [unknown]                                          [k] 0xffffffffa9183dfa
     0.00%  python   [unknown]                                          [k] 0xffffffffa9153e04
     0.00%  python   [unknown]                                          [k] 0xffffffffa91643d4
     0.00%  python   [unknown]                                          [k] 0xffffffffa9076440
     0.00%  python   [unknown]                                          [k] 0xffffffffaa000077
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae8ec
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9fdde
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f19
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dfb6
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae8fd
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x0000000000017b6d
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9ce28
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae804
     0.00%  python   libc.so.6                                          [.] __libc_thread_freeres
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f3c
     0.00%  python   [unknown]                                          [k] 0xffffffffaa0016b0
     0.00%  python   [unknown]                                          [k] 0xffffffffa91c5f16
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9a34e
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9e000
     0.00%  python   [unknown]                                          [k] 0xffffffffa9153df2
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x0000000000018dc3
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000044763d
     0.00%  python   libc.so.6                                          [.] pthread_mutex_lock@@GLIBC_2.2.5
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x000000000000f471
     0.00%  python   [unknown]                                          [k] 0xffffffffa9156c85
     0.00%  python   libc.so.6                                          [.] __sigsetjmp
     0.00%  python   ld-linux-x86-64.so.2                               [.] _dl_deallocate_tls
     0.00%  python   libc.so.6                                          [.] start_thread
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000044627c
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000445a3f
     0.00%  python   libc.so.6                                          [.] __ctype_init
